,Webpage,AgainstTop50
XANTARES,https://hltv.org/stats/players/7938/XANTARES?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
tabseN,https://hltv.org/stats/players/5794/tabseN?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
MICHU,https://hltv.org/stats/players/7356/MICHU?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
BnTeT,https://hltv.org/stats/players/7131/BnTeT?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
s1mple,https://hltv.org/stats/players/7998/s1mple?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
coldzera,https://hltv.org/stats/players/9216/coldzera?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
NiKo,https://hltv.org/stats/players/3741/NiKo?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Calyx,https://hltv.org/stats/players/8575/Calyx?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
fer,https://hltv.org/stats/players/8564/fer?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
paz,https://hltv.org/stats/players/9353/paz?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
GruBy,https://hltv.org/stats/players/8570/GruBy?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
mouz,https://hltv.org/stats/players/8323/mouz?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
suNny,https://hltv.org/stats/players/5479/suNny?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
oskar,https://hltv.org/stats/players/798/oskar?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
mertz,https://hltv.org/stats/players/9895/mertz?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
kennyS,https://hltv.org/stats/players/7167/kennyS?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
mir,https://hltv.org/stats/players/8789/mir?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
freddieb,https://hltv.org/stats/players/9257/freddieb?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
shuadapai,https://hltv.org/stats/players/11576/shuadapai?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
device,https://hltv.org/stats/players/7592/device?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Ryxxo,https://hltv.org/stats/players/8848/Ryxxo?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Summer,https://hltv.org/stats/players/7028/Summer?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
electronic,https://hltv.org/stats/players/8918/electronic?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
NAF,https://hltv.org/stats/players/8520/NAF?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Attacker,https://hltv.org/stats/players/8552/Attacker?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
rain,https://hltv.org/stats/players/8183/rain?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
rallen,https://hltv.org/stats/players/5388/rallen?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
v1c7oR,https://hltv.org/stats/players/7834/v1c7oR?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
CeRq,https://hltv.org/stats/players/11219/CeRq?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Hobbit,https://hltv.org/stats/players/8528/Hobbit?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
twist,https://hltv.org/stats/players/7443/twist?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
ANGE1,https://hltv.org/stats/players/339/ANGE1?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
EliGE,https://hltv.org/stats/players/8738/EliGE?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Twistzz,https://hltv.org/stats/players/10394/Twistzz?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
REZ,https://hltv.org/stats/players/9278/REZ?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Brehze,https://hltv.org/stats/players/9136/Brehze?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
draken,https://hltv.org/stats/players/9255/draken?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
zhokiNg,https://hltv.org/stats/players/8601/zhokiNg?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Kaze,https://hltv.org/stats/players/8950/Kaze?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
fejtZ,https://hltv.org/stats/players/7910/fejtZ?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
FalleN,https://hltv.org/stats/players/2023/FalleN?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Rickeh,https://hltv.org/stats/players/8745/Rickeh?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
JUGi,https://hltv.org/stats/players/8783/JUGi?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
boltz,https://hltv.org/stats/players/8568/boltz?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Stewie2K,https://hltv.org/stats/players/8797/Stewie2K?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Furlan,https://hltv.org/stats/players/8327/Furlan?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
bondik,https://hltv.org/stats/players/2131/bondik?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
GuardiaN,https://hltv.org/stats/players/2757/GuardiaN?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
nex,https://hltv.org/stats/players/7256/nex?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
ropz,https://hltv.org/stats/players/11816/ropz?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
AdreN,https://hltv.org/stats/players/334/AdreN?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
glace,https://hltv.org/stats/players/1883/glace?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
flamie,https://hltv.org/stats/players/7594/flamie?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
ScreaM,https://hltv.org/stats/players/7390/ScreaM?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
SZPERO,https://hltv.org/stats/players/973/SZPERO?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
HEN1,https://hltv.org/stats/players/8565/HEN1?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
RpK,https://hltv.org/stats/players/7169/RpK?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Ethan,https://hltv.org/stats/players/10671/Ethan?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
AmaNEk,https://hltv.org/stats/players/9616/AmaNEk?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
k0nfig,https://hltv.org/stats/players/9078/k0nfig?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
dupreeh,https://hltv.org/stats/players/7398/dupreeh?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Snax,https://hltv.org/stats/players/2553/Snax?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
autimatic,https://hltv.org/stats/players/8735/autimatic?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
phr,https://hltv.org/stats/players/11891/phr?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Kjaerbye,https://hltv.org/stats/players/8394/Kjaerbye?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
acoR,https://hltv.org/stats/players/10330/acoR?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
disco doplan,https://hltv.org/stats/players/9256/disco%20doplan?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
apEX,https://hltv.org/stats/players/7322/apEX?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
bubble,https://hltv.org/stats/players/2799/bubble?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Ex6TenZ,https://hltv.org/stats/players/7166/Ex6TenZ?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
felps,https://hltv.org/stats/players/9219/felps?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
f0rest,https://hltv.org/stats/players/29/f0rest?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
mixwell,https://hltv.org/stats/players/8370/mixwell?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Magisk,https://hltv.org/stats/players/9032/Magisk?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Xyp9x,https://hltv.org/stats/players/4954/Xyp9x?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
HZ,https://hltv.org/stats/players/7016/HZ?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
kNgV-,https://hltv.org/stats/players/5736/kNgV-?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
nexa,https://hltv.org/stats/players/9618/nexa?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
valde,https://hltv.org/stats/players/9031/valde?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
AnJ,https://hltv.org/stats/players/9317/AnJ?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
chopper,https://hltv.org/stats/players/7716/chopper?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
ngiN,https://hltv.org/stats/players/9857/ngiN?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Lukki,https://hltv.org/stats/players/8871/Lukki?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
DD,https://hltv.org/stats/players/7026/DD?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
ShahZaM,https://hltv.org/stats/players/7810/ShahZaM?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
markeloff,https://hltv.org/stats/players/338/markeloff?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
GeT_RiGhT,https://hltv.org/stats/players/39/GeT_RiGhT?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
NBK-,https://hltv.org/stats/players/7168/NBK-?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
loWel,https://hltv.org/stats/players/3997/loWel?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
byali,https://hltv.org/stats/players/5386/byali?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
olofmeister,https://hltv.org/stats/players/885/olofmeister?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Lekr0,https://hltv.org/stats/players/9261/Lekr0?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Nifty,https://hltv.org/stats/players/9069/Nifty?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
mou,https://hltv.org/stats/players/964/mou?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Zero,https://hltv.org/stats/players/8413/Zero?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
pashaBiceps,https://hltv.org/stats/players/317/pashaBiceps?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
HS,https://hltv.org/stats/players/8994/HS?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
fitch,https://hltv.org/stats/players/10052/fitch?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
somebody,https://hltv.org/stats/players/8605/somebody?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
snatchie,https://hltv.org/stats/players/9574/snatchie?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
niko,https://hltv.org/stats/players/10264/niko?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
MAJ3R,https://hltv.org/stats/players/150/MAJ3R?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
tarik,https://hltv.org/stats/players/8523/tarik?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
zehN,https://hltv.org/stats/players/1378/zehN?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
JW,https://hltv.org/stats/players/3849/JW?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
hutji,https://hltv.org/stats/players/8790/hutji?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
flusha,https://hltv.org/stats/players/3055/flusha?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
shox,https://hltv.org/stats/players/1225/shox?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
LUCAS1,https://hltv.org/stats/players/8566/LUCAS1?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
jks,https://hltv.org/stats/players/4679/jks?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
USTILO,https://hltv.org/stats/players/8771/USTILO?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
cajunb,https://hltv.org/stats/players/2469/cajunb?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
KRIMZ,https://hltv.org/stats/players/7528/KRIMZ?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
koosta,https://hltv.org/stats/players/9056/koosta?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
FugLy,https://hltv.org/stats/players/8522/FugLy?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
ALEX,https://hltv.org/stats/players/8184/ALEX?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
TOAO,https://hltv.org/stats/players/11278/TOAO?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
allu,https://hltv.org/stats/players/695/allu?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
jR,https://hltv.org/stats/players/8786/jR?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
MODDII,https://hltv.org/stats/players/545/MODDII?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Happy,https://hltv.org/stats/players/7429/Happy?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
reltuC,https://hltv.org/stats/players/8137/reltuC?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
NEO,https://hltv.org/stats/players/165/NEO?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
bodyy,https://hltv.org/stats/players/8374/bodyy?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
RUBINO,https://hltv.org/stats/players/1485/RUBINO?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
SicK,https://hltv.org/stats/players/9258/SicK?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
SHOOWTiME,https://hltv.org/stats/players/9220/SHOOWTiME?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
yel,https://hltv.org/stats/players/10560/yel?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
keev,https://hltv.org/stats/players/5799/keev?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
devoduvek,https://hltv.org/stats/players/10569/devoduvek?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Skadoodle,https://hltv.org/stats/players/7440/Skadoodle?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
kioShiMa,https://hltv.org/stats/players/4959/kioShiMa?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Edward,https://hltv.org/stats/players/483/Edward?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
aizy,https://hltv.org/stats/players/8095/aizy?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
WorldEdit,https://hltv.org/stats/players/7403/WorldEdit?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Dosia,https://hltv.org/stats/players/735/Dosia?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
jmqa,https://hltv.org/stats/players/8368/jmqa?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
es3tag,https://hltv.org/stats/players/8611/es3tag?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
to1nou,https://hltv.org/stats/players/7982/to1nou?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Console,https://hltv.org/stats/players/10404/Console?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
xms,https://hltv.org/stats/players/9545/xms?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
RUSH,https://hltv.org/stats/players/7805/RUSH?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
captainMo,https://hltv.org/stats/players/5187/captainMo?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
LOVEYY,https://hltv.org/stats/players/8957/LOVEYY?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
AZR,https://hltv.org/stats/players/8082/AZR?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
steel,https://hltv.org/stats/players/7382/steel?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
jdm64,https://hltv.org/stats/players/8346/jdm64?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
dennis,https://hltv.org/stats/players/1146/dennis?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Xizt,https://hltv.org/stats/players/884/Xizt?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Snappi,https://hltv.org/stats/players/922/Snappi?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Inzta,https://hltv.org/stats/players/7463/Inzta?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
gla1ve,https://hltv.org/stats/players/7412/gla1ve?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
keshandr,https://hltv.org/stats/players/8788/keshandr?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
DESPE,https://hltv.org/stats/players/7980/DESPE?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
chrisJ,https://hltv.org/stats/players/2730/chrisJ?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
hampus,https://hltv.org/stats/players/9766/hampus?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
stanislaw,https://hltv.org/stats/players/8507/stanislaw?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
pyth,https://hltv.org/stats/players/7527/pyth?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
ptr,https://hltv.org/stats/players/8707/ptr?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Zeus,https://hltv.org/stats/players/484/Zeus?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
karrigan,https://hltv.org/stats/players/429/karrigan?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Golden,https://hltv.org/stats/players/11110/Golden?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
shroud,https://hltv.org/stats/players/8349/shroud?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
TaZ,https://hltv.org/stats/players/161/TaZ?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
gob b,https://hltv.org/stats/players/136/gob%20b?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
arch,https://hltv.org/stats/players/8410/arch?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
STYKO,https://hltv.org/stats/players/6904/STYKO?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
TACO,https://hltv.org/stats/players/9217/TACO?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
SIXER,https://hltv.org/stats/players/147/SIXER?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
nitr0,https://hltv.org/stats/players/7687/nitr0?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
DeadFox,https://hltv.org/stats/players/8716/DeadFox?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
MSL,https://hltv.org/stats/players/7156/MSL?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
n0thing,https://hltv.org/stats/players/203/n0thing?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
denis,https://hltv.org/stats/players/7511/denis?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
LEGIJA,https://hltv.org/stats/players/3252/LEGIJA?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
seized,https://hltv.org/stats/players/3347/seized?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
friberg,https://hltv.org/stats/players/7148/friberg?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
PKL,https://hltv.org/stats/players/6593/PKL?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
Karsa,https://hltv.org/stats/players/8599/Karsa?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
FNS,https://hltv.org/stats/players/6451/FNS?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
seang@res,https://hltv.org/stats/players/1916/seang@res?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan,True
